Timestamp,Node_ID,Data_Usage_GB,Peak_Usage_GB,Downtime_Events
2024-01-01 00:00:00,Node_19,139.13536744801493,47.37321520812703,2
2024-01-01 01:00:00,Node_118,119.42311607981293,26.877829186081385,6
2024-01-01 02:00:00,Node_111,51.54541267669107,88.43517914054718,7
2024-01-01 03:00:00,Node_290,148.52747328827016,18.221292478960724,1
2024-01-01 04:00:00,Node_61,109.19995858656902,81.01195546210995,13
2024-01-01 05:00:00,Node_55,146.86986771326474,192.66881367380284,4
2024-01-01 06:00:00,Node_291,58.3274853002236,10.792615813411965,8
2024-01-01 07:00:00,Node_92,4.424577822109774,8.692359444084929,5
2024-01-01 08:00:00,Node_35,149.29974328003598,236.48125669771142,8
2024-01-01 09:00:00,Node_156,35.106852822199535,95.78511878166533,7
2024-01-01 10:00:00,Node_71,71.47146092484624,126.65649174627335,0
2024-01-01 11:00:00,Node_1,49.81033594950841,7.017424476624438,7
2024-01-01 12:00:00,Node_217,81.17679343226915,203.7125207822077,9
2024-01-01 13:00:00,Node_171,99.21343297436422,179.15020153852072,11
2024-01-01 14:00:00,Node_250,32.52553215775118,64.86957887309681,9
2024-01-01 15:00:00,Node_155,56.9688970231911,126.64133208273991,5
2024-01-01 16:00:00,Node_96,4.549067610359853,263.175348394042,9
2024-01-01 17:00:00,Node_61,4.659131031562299,9.28110733000706,4
2024-01-01 18:00:00,Node_156,21.642825766415708,141.10254948828683,5
2024-01-01 19:00:00,Node_64,36.062707362936855,99.94652434314483,14
2024-01-01 20:00:00,Node_280,128.64359646910108,66.7193875417907,11
2024-01-01 21:00:00,Node_222,42.887219149549836,28.401568997088816,5
2024-01-01 22:00:00,Node_150,113.53677442879197,137.55172039682708,12
2024-01-01 23:00:00,Node_83,75.60036428707181,214.3884694086246,2
2024-01-02 00:00:00,Node_195,10.967999078713104,158.13826194826459,13
2024-01-02 01:00:00,Node_259,137.12095848404036,85.91579888365679,11
2024-01-02 02:00:00,Node_170,105.85604230048867,277.0210284540187,2
2024-01-02 03:00:00,Node_275,92.05303023275697,101.95561809331593,14
2024-01-02 04:00:00,Node_295,74.80808575862822,118.7479440213757,1
2024-01-02 05:00:00,Node_199,133.77644096082287,151.06625562756483,12
2024-01-02 06:00:00,Node_124,123.0927904713889,69.67129910082586,14
2024-01-02 07:00:00,Node_107,68.75205974003507,223.1791818994862,3
2024-01-02 08:00:00,Node_99,37.58109604589192,9.7741068180741,10
2024-01-02 09:00:00,Node_256,8.343147007403829,211.730146915009,14
2024-01-02 10:00:00,Node_69,63.8703456163402,150.5652134446409,8
2024-01-02 11:00:00,Node_159,113.18068642221358,74.35209388023253,5
2024-01-02 12:00:00,Node_163,31.187543190760778,216.36805061928223,5
2024-01-02 13:00:00,Node_22,112.63467306682597,13.020306577410226,2
2024-01-02 14:00:00,Node_133,83.20688055049555,176.29186088207558,0
2024-01-02 15:00:00,Node_46,122.26929636566648,70.40706986033672,12
2024-01-02 16:00:00,Node_124,126.87234284900475,26.111658002131872,8
2024-01-02 17:00:00,Node_32,60.1633515710949,103.03926075669861,2
2024-01-02 18:00:00,Node_27,135.94019975864353,42.39747817165852,9
2024-01-02 19:00:00,Node_254,60.212525876379814,49.40834504601998,9
2024-01-02 20:00:00,Node_33,136.73476448032355,249.8783687623466,5
2024-01-02 21:00:00,Node_213,81.36839425632806,136.47265656448923,9
2024-01-02 22:00:00,Node_90,62.280255097254724,97.62271997196702,11
2024-01-02 23:00:00,Node_74,54.566550564921975,29.88163948399921,6
2024-01-03 00:00:00,Node_154,97.0764809298917,270.0930534271809,7
2024-01-03 01:00:00,Node_257,80.92113323142254,31.225571659425093,11
2024-01-03 02:00:00,Node_43,35.13136776171446,230.9686829128435,2
2024-01-03 03:00:00,Node_212,7.802216746546695,117.97592150986404,13
2024-01-03 04:00:00,Node_276,5.881859589296044,65.22266964883403,12
2024-01-03 05:00:00,Node_87,107.4202141203954,25.818166891478644,0
2024-01-03 06:00:00,Node_300,84.41773496263664,178.3547881944126,13
2024-01-03 07:00:00,Node_281,140.6431449135499,138.555136639927,8
2024-01-03 08:00:00,Node_129,111.0132260646026,237.96682100236896,7
2024-01-03 09:00:00,Node_299,144.69088982380845,153.93011285048433,5
2024-01-03 10:00:00,Node_86,91.58909302372622,45.091690344365006,1
2024-01-03 11:00:00,Node_102,101.05912067107863,182.58977023673762,5
2024-01-03 12:00:00,Node_151,104.95368423939179,18.43528600085856,0
2024-01-03 13:00:00,Node_110,0.4105949168777778,57.09114451272016,13
2024-01-03 14:00:00,Node_249,29.067302871528383,240.62421016749883,8
2024-01-03 15:00:00,Node_116,99.78435579942752,230.11779677580614,9
2024-01-03 16:00:00,Node_145,13.984062528189524,24.485976515262372,3
2024-01-03 17:00:00,Node_292,128.0317215079925,184.02409070287106,7
2024-01-03 18:00:00,Node_209,141.37441616632995,239.28673435570173,2
2024-01-03 19:00:00,Node_173,26.853655346063594,245.66988099926203,9
2024-01-03 20:00:00,Node_135,120.38166324553175,220.35569523768325,13
2024-01-03 21:00:00,Node_70,113.90611835913234,90.07812541016278,2
2024-01-03 22:00:00,Node_3,77.89492660595133,115.70757990444268,0
2024-01-03 23:00:00,Node_142,81.07982008417709,35.93679189963745,10
2024-01-04 00:00:00,Node_67,58.48047205660882,260.6440302826955,12
2024-01-04 01:00:00,Node_131,103.98460076883597,131.48632750201338,6
2024-01-04 02:00:00,Node_27,44.387520490767294,256.61498827779604,5
2024-01-04 03:00:00,Node_89,22.098736003590528,17.5340546195852,13
2024-01-04 04:00:00,Node_68,9.90322210485162,38.70910216626908,1
2024-01-04 05:00:00,Node_250,39.16606807903998,272.5380697839084,11
2024-01-04 06:00:00,Node_151,118.73013411247022,225.04132869301085,7
2024-01-04 07:00:00,Node_80,77.64080339836856,183.84593432380993,11
2024-01-04 08:00:00,Node_13,24.16488157334202,253.17459729026646,2
2024-01-04 09:00:00,Node_236,37.833594648486,229.35313644381097,1
2024-01-04 10:00:00,Node_134,138.03733720610913,260.6370645291996,11
2024-01-04 11:00:00,Node_269,0.7639986137678527,37.217992601713114,10
2024-01-04 12:00:00,Node_177,130.27216530088057,13.075325058664925,1
2024-01-04 13:00:00,Node_160,121.70303411420599,7.7828619814037,11
2024-01-04 14:00:00,Node_98,148.8830314193693,107.44872330718681,13
2024-01-04 15:00:00,Node_128,96.07658441976379,215.5758995318285,13
